"Filenames" "Genotype"
"27" "/projects/moush/jacob/Veenstra_VanderWeele_SERT_129/VVW_SERTKI_129_06Mar13_ANTS_processed/VVW_SERTKI_129_5915.jan2011_distortion_corrected/stats-volumes/VVW_SERTKI_129_5915.jan2011_distortion_corrected-log-determinant-fwhm0.2.mnc" "WT"
"28" "/projects/moush/jacob/Veenstra_VanderWeele_SERT_129/VVW_SERTKI_129_06Mar13_ANTS_processed/VVW_SERTKI_129_5916.jan2011_distortion_corrected/stats-volumes/VVW_SERTKI_129_5916.jan2011_distortion_corrected-log-determinant-fwhm0.2.mnc" "WT"
"29" "/projects/moush/jacob/Veenstra_VanderWeele_SERT_129/VVW_SERTKI_129_06Mar13_ANTS_processed/VVW_SERTKI_129_5939.jan2011_distortion_corrected/stats-volumes/VVW_SERTKI_129_5939.jan2011_distortion_corrected-log-determinant-fwhm0.2.mnc" "WT"
"30" "/projects/moush/jacob/Veenstra_VanderWeele_SERT_129/VVW_SERTKI_129_06Mar13_ANTS_processed/VVW_SERTKI_129_5944.jan2011_distortion_corrected/stats-volumes/VVW_SERTKI_129_5944.jan2011_distortion_corrected-log-determinant-fwhm0.2.mnc" "WT"
"31" "/projects/moush/jacob/Veenstra_VanderWeele_SERT_129/VVW_SERTKI_129_06Mar13_ANTS_processed/VVW_SERTKI_129_5953.jan2011_distortion_corrected/stats-volumes/VVW_SERTKI_129_5953.jan2011_distortion_corrected-log-determinant-fwhm0.2.mnc" "WT"
"32" "/projects/moush/jacob/Veenstra_VanderWeele_SERT_129/VVW_SERTKI_129_06Mar13_ANTS_processed/VVW_SERTKI_129_5954.jan2011_distortion_corrected/stats-volumes/VVW_SERTKI_129_5954.jan2011_distortion_corrected-log-determinant-fwhm0.2.mnc" "WT"
"33" "/projects/moush/jacob/Veenstra_VanderWeele_SERT_129/VVW_SERTKI_129_06Mar13_ANTS_processed/VVW_SERTKI_129_5955.jan2011_distortion_corrected/stats-volumes/VVW_SERTKI_129_5955.jan2011_distortion_corrected-log-determinant-fwhm0.2.mnc" "KI"
"34" "/projects/moush/jacob/Veenstra_VanderWeele_SERT_129/VVW_SERTKI_129_06Mar13_ANTS_processed/VVW_SERTKI_129_5961.jan2011_distortion_corrected/stats-volumes/VVW_SERTKI_129_5961.jan2011_distortion_corrected-log-determinant-fwhm0.2.mnc" "KI"
"35" "/projects/moush/jacob/Veenstra_VanderWeele_SERT_129/VVW_SERTKI_129_06Mar13_ANTS_processed/VVW_SERTKI_129_5964.jan2011_distortion_corrected/stats-volumes/VVW_SERTKI_129_5964.jan2011_distortion_corrected-log-determinant-fwhm0.2.mnc" "WT"
"36" "/projects/moush/jacob/Veenstra_VanderWeele_SERT_129/VVW_SERTKI_129_06Mar13_ANTS_processed/VVW_SERTKI_129_5979.jan2011_distortion_corrected/stats-volumes/VVW_SERTKI_129_5979.jan2011_distortion_corrected-log-determinant-fwhm0.2.mnc" "WT"
"37" "/projects/moush/jacob/Veenstra_VanderWeele_SERT_129/VVW_SERTKI_129_06Mar13_ANTS_processed/VVW_SERTKI_129_5990.jan2011_distortion_corrected/stats-volumes/VVW_SERTKI_129_5990.jan2011_distortion_corrected-log-determinant-fwhm0.2.mnc" "WT"
"38" "/projects/moush/jacob/Veenstra_VanderWeele_SERT_129/VVW_SERTKI_129_06Mar13_ANTS_processed/VVW_SERTKI_129_5991.jan2011_distortion_corrected/stats-volumes/VVW_SERTKI_129_5991.jan2011_distortion_corrected-log-determinant-fwhm0.2.mnc" "WT"
"39" "/projects/moush/jacob/Veenstra_VanderWeele_SERT_129/VVW_SERTKI_129_06Mar13_ANTS_processed/VVW_SERTKI_129_6083.jan2011_distortion_corrected/stats-volumes/VVW_SERTKI_129_6083.jan2011_distortion_corrected-log-determinant-fwhm0.2.mnc" "KI"
"40" "/projects/moush/jacob/Veenstra_VanderWeele_SERT_129/VVW_SERTKI_129_06Mar13_ANTS_processed/VVW_SERTKI_129_6087.jan2011_distortion_corrected/stats-volumes/VVW_SERTKI_129_6087.jan2011_distortion_corrected-log-determinant-fwhm0.2.mnc" "KI"
"41" "/projects/moush/jacob/Veenstra_VanderWeele_SERT_129/VVW_SERTKI_129_06Mar13_ANTS_processed/VVW_SERTKI_129_6089.jan2011_distortion_corrected/stats-volumes/VVW_SERTKI_129_6089.jan2011_distortion_corrected-log-determinant-fwhm0.2.mnc" "KI"
"42" "/projects/moush/jacob/Veenstra_VanderWeele_SERT_129/VVW_SERTKI_129_06Mar13_ANTS_processed/VVW_SERTKI_129_6091.jan2011_distortion_corrected/stats-volumes/VVW_SERTKI_129_6091.jan2011_distortion_corrected-log-determinant-fwhm0.2.mnc" "WT"
